33	1089.7799490087134
39	1061.1479050452895
43	970.7054273102663
45	925.1017704148527
5	4498.142094013606
7	4114.8099216114715
17	5.8545529571447315
3	0.5912896288923739
9	2.1510069590054943
11	1.9373825694128468
5	2.134826006946425
7	2.00419375753847
11	2.3710754989903844
15	1.7392331848273113
1	2.452895679891999
5	3.5415217168195503
7	2.683321432800993
19	3.698389928490384
27	4.770640842352755
29	2.3403888070555596
31	2.583991945655856
35	3.488843051997684
43	2.240018383617039
45	2.8515089300212324
5	4.444607150779831
3	4.058116059833151
13	4.474411933157582
17	4.00899300940828
19	5.386032674332858
21	6.286192764389709
1	34.59235247442686
7	102.89975354343078
5	27.667577039832935
13	27.654070426287117
21	31.078996810488338
27	63.890108718372275
39	33.252956997091374
41	27.007359036316547
47	33.07185122162419
49	42.06799362662486
7	35.60944977202371
9	24.211988615699838
11	27.108506074628526
13	24.5801418994755
21	16.63184701520953
27	25.063377021092283
43	20.642730934577013
47	30.723161049307144
11	2.6493771082128252
